Division,Club,Possession,Player,Best Pos,Sec. Position,Age,Height,Left Foot,Right Foot,Rating,PoM,Minutes,Goals,Mins/Gl,Goals per 90 minutes,xG,NP-xG,xG-OP,xG/90,Conv %,xG/shot,Shot/90,ShT/90,Shots From Outside The Box Per 90 minutes,Shot %,Goals From Outside The Box,Pens,Pen/R,Assists,Asts/90,xA,xA/90,Pas %,Ps A/90,Ch C/90,OP-KP/90,Pr passes/90,Crs A/90,Cr C/90,Cr C/A,OP-Crs A/90,OP-Crs C/90,OP-Cr %,Drb/90,Fouls Against,Off,Poss Lost/90,Poss Won/90,Tck/90,Int/90,Pres A/90,Tck R,Tck A,K Tck,Blk/90,Clr/90,Shts Blckd/90,Fouls Made,Yel,Red cards,Dist/90,Sprints/90,Recurring Injury,Injury Susceptibility,Aer A/90,Hdr %,K Hdrs/90,Clean Sheets,xGP,MLG,Sv %,Svh,Svp,Svt,Goals Conceded,Pens Faced,Pens Saved Ratio,Tgls/90,Tcon/90
Ligue 1 McDonald's,AS Monaco,0.50,Folarin Balogun,ST (C),,25,"5'10""",Fairly Strong,Very Strong,7.04,3,1334,8,166.75,0.5,5.36,4.55,2.64,0.4,17%,0.1116666667,3.2,1.4,1.3,44%,1,1,0,3,0.2,2.25,0.2,89%,27.3,0.2,1.3,0.9,0.5,0.1,25,0.5,0.1,25,0.9,22,12,15.5,1.6,0.1,0.3,1.2,100,1,0,0.1,0.1,0,18,0,0,10.5,5.7,No recurring injuries,Below Average,5.8,43,0.1,0,0,0,0,0,0,0,0,0,0,1.4,1.2
Eredivisie,PSV,0.55,Leon Goretzka,DM,AM (C),31,"6'2""",Reasonable,Very Strong,7.04,3,1271,8,158.875,0.6,2.44,2.44,5.56,0.2,36%,0.1109090909,1.6,1.1,0.6,68%,1,0,0,3,0.2,3.24,0.2,89%,26.4,0.4,0.8,2.5,0.5,0.1,28,0.5,0.1,29,0.3,5,2,9.8,13.2,0.3,1.6,3.1,100,4,1,0.2,0.2,0.1,4,1,0,5.5,8.6,Recurring partially torn hamstring,Very High,1.3,72,0.1,0,0,0,0,0,0,0,0,0,0,1.7,0.8
First Division,Real Hispalis,0.53,Aitor Ruibal,D (R),"WB (R), ST (C)",30,"5'9""",Reasonable,Very Strong,6.94,2,1533,8,191.625,0.5,6.27,6.27,1.73,0.4,17%,0.1334042553,2.8,1.4,0.5,49%,1,0,0,2,0.1,1.82,0.1,89%,38,0.2,1.2,2.8,0.8,0.1,15,0.8,0.1,15,0.4,16,4,16.8,5.8,0.8,1.4,3.1,87,15,1,0.2,0.5,0.1,15,1,0,11.3,10.3,No recurring injuries,Above Average,4.3,23,0.1,0,0,0,0,0,0,0,0,0,0,1.8,0.8
Jupiler Pro League,KRC Genk,0.54,Habib Diallo,ST (C),,31,"6'1""",Weak,Very Strong,6.91,1,1429,8,178.625,0.5,6.32,5.51,1.68,0.4,18%,0.1436363636,2.8,1.7,0.6,61%,0,2,50,2,0.1,2.07,0.1,90%,25.5,0.2,0.9,0.8,0.5,0.2,37,0.5,0.2,38,0.6,23,15,17.6,2.6,0.1,0.6,1.7,25,4,0,0.1,0,0,15,0,0,10.1,7.3,No recurring injuries,Below Average,9,43,0.1,0,0,0,0,0,0,0,0,0,0,1.5,0.8
Bundesliga,RB Leipzig,0.52,Rômulo,ST (C),,24,"6'4""",Fairly Strong,Very Strong,7.07,2,1214,8,151.75,0.6,6.37,5.6,1.63,0.5,19%,0.1481395349,3.2,1.8,1,56%,1,1,100,3,0.2,2.69,0.2,84%,33.2,0.5,1.1,0.9,0.2,0.1,33,0.2,0.1,33,0.9,25,10,17.3,2,0.1,1.1,2,100,1,0,0.1,0.1,0,12,0,0,10.9,5.8,No recurring injuries,Average,6,35,0.1,0,0,0,0,0,0,0,0,0,0,1.8,0.8
Ligue 2 BKT,Angers SCO,0.60,Prosper Peter,ST (C),,19,"6'2""",Very Strong,Reasonable,7.03,0,1193,8,149.125,0.6,2.86,2.86,5.14,0.2,23%,0.08171428571,2.6,1.5,0.8,57%,0,0,0,2,0.2,1.54,0.1,89%,25.3,0.1,1.3,1.1,0.5,0.1,16,0.5,0.1,17,0.6,26,9,17.5,2.9,0.2,0.9,1.7,100,2,0,0.2,0,0,10,0,0,9.9,5.6,No recurring injuries,Below Average,7.8,43,0.2,0,0,0,0,0,0,0,0,0,0,1.8,0.8
Sky Bet Championship,Leeds,0.62,Stefanos Tzimas,ST (C),,20,"6'1""",Reasonable,Very Strong,7.01,2,1298,8,162.25,0.6,5.69,4.88,2.31,0.4,22%,0.1580555556,2.5,1,0.8,42%,0,3,67,1,0.1,1.37,0.1,90%,27.7,0.2,0.9,0.6,0.1,0,0,0.1,0,0,1,29,7,17.1,2,0.1,1.1,1.2,50,4,0,0.1,0.1,0,9,2,0,10.3,5.4,No recurring injuries,Average,5.6,37,0.1,0,0,0,0,0,0,0,0,0,0,1.3,1
Bundesliga,VfB Stuttgart,0.57,Abel Ruiz,ST (C),AM (C),26,"6'0""",Fairly Strong,Very Strong,7.04,2,1314,8,164.25,0.5,5.93,5.93,2.07,0.4,16%,0.1162745098,3.5,1.5,1.1,43%,0,1,100,3,0.2,1.74,0.1,90%,29.5,0.2,0.9,0.8,0.5,0.1,12,0.5,0.1,13,0.5,17,12,12.8,2.4,0.3,0.7,1.5,83,6,0,0,0.1,0,10,0,0,11.1,7.2,No recurring injuries,Above Average,5.4,24,0.2,0,0,0,0,0,0,0,0,0,0,1.6,1
Jupiler Pro League,Union SG,0.51,Promise David,ST (C),AM (C),25,"6'5""",Reasonable,Very Strong,6.89,1,1731,8,216.375,0.4,8.28,7.52,-0.28,0.4,14%,0.1452631579,3,1.3,0.7,44%,1,3,100,2,0.1,1.81,0.1,85%,27.3,0.4,1.1,1.1,0.6,0.1,8,0.6,0.1,8,0.6,23,10,16.6,2.7,0.2,1,1.7,44,9,0,0.1,0,0,16,0,0,10.1,7,No recurring injuries,Below Average,8,38,0.2,0,0,0,0,0,0,0,0,0,0,1.1,1.2
Second Division,Tenerife,0.44,Gastón Valles,ST (C),,25,"6'4""",Very Strong,Reasonable,6.74,2,1493,8,186.625,0.5,6.61,6.61,1.39,0.4,17%,0.1377083333,2.9,1.3,0.8,46%,2,0,0,1,0.1,1.59,0.1,87%,26,0.2,0.6,0.5,0.2,0.1,25,0.2,0.1,25,1.2,21,17,21,2.1,0.2,0.7,1.6,75,4,0,0.1,0.1,0,15,2,0,9.5,5.2,No recurring injuries,Below Average,8.5,46,0,0,0,0,0,0,0,0,0,0,0,1,1.1
Sky Bet Championship,West Brom,0.56,Luismi Cruz,AM (R),ST (C),25,"5'5""",Very Strong,Weak,7.16,5,1256,8,157,0.6,2.87,2.87,5.13,0.2,35%,0.1247826087,1.6,0.9,0.4,52%,2,0,0,4,0.3,2.36,0.2,89%,45.2,0.4,1.8,3.7,5.2,0.4,8,3.6,0.4,10,4.8,11,4,14.3,7,0.9,1.5,9.5,65,20,1,0.5,0.6,0,10,0,0,11.4,12.9,No recurring injuries,Average,3.2,14,0,0,0,0,0,0,0,0,0,0,0,1.6,0.9
Sky Bet Championship,Bristol City,0.45,Emil Riis,ST (C),,28,"6'3""",Reasonable,Very Strong,6.84,1,1598,8,199.75,0.5,5.08,5.08,2.92,0.3,22%,0.1372972973,2.1,1.2,0.5,57%,1,1,100,2,0.1,0.92,0.1,87%,26.4,0.3,0.4,0.5,0.4,0.1,28,0.3,0.1,40,1.3,21,17,18.9,1.4,0.2,1.1,1.3,100,3,0,0.3,0.3,0,18,1,0,9.8,7.9,No recurring injuries,Below Average,7,18,0.1,0,0,0,0,0,0,0,0,0,0,1.7,1.2
Sky Bet Championship,QPR,0.52,Richard Koné,ST (C),AM (C),23,"6'1""",Reasonable,Very Strong,6.87,0,1780,8,222.5,0.4,7.48,7.48,0.52,0.4,15%,0.136,2.8,1.4,0.6,51%,1,0,0,3,0.2,1.51,0.1,90%,24.7,0,1.4,1.1,0.6,0.2,36,0.6,0.2,36,0.7,30,8,21.5,1.6,0.2,0.6,1.8,44,9,0,0.1,0.2,0,11,1,0,10.3,5.5,No recurring injuries,Low,8,43,0.2,0,0,0,0,0,0,0,0,0,0,1.2,1.5
Serie BKT,AC Monza,0.5,Keita Baldé,ST (C),AM (RLC),31,"5'11""",Reasonable,Very Strong,7.6,0,1260,8,157.5,0.6,5.17,5.17,2.83,0.4,19%,0.1230952381,3,1.7,0,57%,0,0,0,2,0.1,0.66,0,64%,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.9,0,0,55,47,0,0,0,0,12,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky Bet Championship,Blackburn,0.52,Ryoya Morishita,M/AM (C),,29,"5'7""",Fairly Strong,Very Strong,7.01,3,1450,8,181.25,0.5,4.51,4.51,3.49,0.3,23%,0.1288571429,2.2,1.1,0.7,49%,1,0,0,1,0.1,2.89,0.2,90%,42.6,0,1.6,3.6,5.9,1.3,22,2.9,1,34,3.5,22,5,16.3,6.7,1.4,1.9,7.8,88,25,0,0.1,0.5,0,15,1,0,11.8,16.1,No recurring injuries,Below Average,3,33,0,0,0,0,0,0,0,0,0,0,0,1.2,1.4
Ligue 1 McDonald's,LOSC,0.57,Akor Adams,ST (C),,26,"6'3""",Reasonable,Very Strong,7.04,2,1273,8,159.125,0.6,5.68,5.68,2.32,0.4,20%,0.142,2.8,1.3,0.9,48%,1,0,0,1,0.1,1.26,0.1,91%,28,0.2,1.4,1.2,0.4,0.1,16,0.4,0.1,17,0.1,18,7,10.1,1.5,0.1,0.1,1.2,17,6,0,0,0,0,9,1,0,10.4,5.4,No recurring injuries,Below Average,7.3,46,0.1,0,0,0,0,0,0,0,0,0,0,1.8,1.2
Serie BKT,Südtirol,0.5,Simone Verdi,AM (C),"M (C), AM (RL), ST (C)",34,"5'9""",Very Strong,Strong,6.93,1,1260,8,157.5,0.6,5.33,3.73,2.67,0.4,19%,0.1269047619,3,1.4,0,45%,0,2,100,1,0.1,1.17,0.1,60%,20,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,74,19,0,0,0,0,21,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bundesliga,RB Leipzig,0.52,Johan Bakayoko,AM (R),"M (R), AM (L)",23,"5'10""",Very Strong,Reasonable,7.17,1,1113,8,139.125,0.6,4.54,4.54,3.46,0.4,19%,0.1055813953,3.5,1.8,1.3,51%,2,0,0,0,0,1.95,0.2,88%,50.3,0.4,1.9,5.1,4.2,0.7,17,2.1,0.4,19,4.1,9,3,16,6.2,1.7,2.6,11.5,81,26,0,0.3,0.5,0.1,5,0,0,12.7,17.5,No recurring injuries,Above Average,2.6,34,0,0,0,0,0,0,0,0,0,0,0,1.8,1.1
Jupiler Pro League,RSC Anderlecht,0.58,Danylo Sikan,ST (C),,25,"6'1""",Fairly Strong,Very Strong,6.95,1,1704,8,213,0.4,7.17,6.36,0.83,0.4,15%,0.1352830189,2.8,1.2,1.2,42%,1,1,0,2,0.1,1.73,0.1,90%,27.4,0.3,1.5,1.3,0.4,0.2,50,0.4,0.2,50,0.3,32,15,19,2.4,0.2,0.6,1.7,75,4,0,0.2,0,0,18,0,0,10.6,8.1,No recurring injuries,Average,8.4,40,0.1,0,0,0,0,0,0,0,0,0,0,1.5,1
Second Division,S. Gijón,0.5,Jonathan Dubasin,AM (R),"M (R), AM (L)",26,"5'11""",Fairly Strong,Very Strong,7.02,1,1277,8,159.625,0.6,6.37,5.56,1.63,0.4,15%,0.1225,3.7,2,1.2,56%,5,1,0,2,0.1,1.5,0.1,90%,27.8,0.1,1.2,1.1,0.3,0.1,50,0.3,0.1,50,0.6,33,10,13.6,2.9,0.1,0.8,1.6,25,4,0,0.1,0.3,0,13,0,0,11.4,8,No recurring injuries,Average,5.4,12,0.1,0,0,0,0,0,0,0,0,0,0,1.4,1
Ligue 1 McDonald's,RC Lens,0.48,Odsonne Édouard,ST (C),AM (L),28,"6'2""",Fairly Strong,Very Strong,6.83,0,1563,7,223.2857143,0.4,4.88,4.88,2.12,0.3,13%,0.08714285714,3.2,1.6,1,48%,1,1,100,1,0.1,0.64,0,87%,32.2,0.1,1.2,1.2,0.3,0.1,16,0.3,0.1,17,0.6,17,10,19.1,2.1,0.5,0.6,2.6,75,12,0,0.2,0.2,0,20,1,0,11.4,7.8,No recurring injuries,Below Average,6.1,35,0.2,0,0,0,0,0,0,0,0,0,0,0.8,0.7
Jupiler Pro League,OH Leuven,0.47,Sory Kaba,ST (C),,31,"6'3""",Weak,Very Strong,6.69,0,1712,7,244.5714286,0.4,5.12,5.12,1.88,0.3,11%,0.07757575758,3.5,1.6,1.4,47%,1,0,0,0,0,0.39,0,89%,27.5,0.1,0.9,0.6,0.3,0.1,20,0.3,0.1,20,0.6,36,17,24.3,1.8,0.1,0.6,1.7,33,6,0,0,0.1,0,21,2,1,10.2,7.9,No recurring injuries,Below Average,8.7,47,0,0,0,0,0,0,0,0,0,0,0,1.2,1.5
Ligue 1 McDonald's,Paris SG,0.61,Fabián,M (C),AM (C),30,"6'2""",Very Strong,Reasonable,6.88,1,1487,7,212.4285714,0.4,4.09,4.09,2.91,0.2,19%,0.1136111111,2.2,1.3,0.5,61%,1,0,0,4,0.2,4.04,0.2,89%,17.5,0.6,0.5,1.3,0.3,0.2,80,0.3,0.2,80,0.4,11,1,12,10,0.2,0.3,2.1,50,6,0,0,0.1,0,2,0,0,4.2,6.4,No recurring injuries,Below Average,1,63,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5
Sky Bet Championship,Stockport,0.48,Kyle Wootton,ST (C),,30,"6'2""",Reasonable,Very Strong,6.92,1,1924,7,274.8571429,0.3,6.36,6.36,0.64,0.3,12%,0.1096551724,2.7,1.3,0.8,48%,0,0,0,2,0.1,2.97,0.1,90%,31.5,0.3,0.8,0.7,0.3,0.1,42,0.3,0.1,43,0.4,24,12,16.1,2.4,0.1,0.9,1.3,67,3,0,0,0.4,0,18,1,0,10.5,8.1,No recurring injuries,Low,9.3,42,0,0,0,0,0,0,0,0,0,0,0,1.2,1.6
Serie A,Fiorentina,0.5,Roberto Piccoli,ST (C),,25,"6'3""",Reasonable,Very Strong,6.87,2,1509,7,215.5714286,0.4,6.78,6.78,0.22,0.4,11%,0.1076190476,3.8,1.6,1.3,43%,1,3,100,1,0.1,0.96,0.1,88%,29.9,0.1,0.9,0.5,0.3,0.1,20,0.3,0.1,20,0.8,24,15,18.8,1.7,0,0.7,1.8,0,1,0,0.1,0.1,0,21,4,0,10.8,6.6,No recurring injuries,Very Low,6.9,37,0.2,0,0,0,0,0,0,0,0,0,0,1.3,0.8
Bundesliga,Borussia Dortmund,0.62,Serhou Guirassy,ST (C),,30,"6'2""",Fairly Strong,Very Strong,6.96,1,1424,7,203.4285714,0.4,8.09,8.09,-1.09,0.5,12%,0.1394827586,3.7,2,1.1,55%,0,0,0,0,0,0.72,0,89%,29.6,0.1,0.9,1.1,0.2,0.1,33,0.2,0.1,33,0.6,29,13,11.1,2,0.1,0.6,1.8,40,5,1,0.1,0.2,0,15,2,0,10.4,5.9,No recurring injuries,High,6.8,44,0.1,0,0,0,0,0,0,0,0,0,0,1.5,0.9
Jupiler Pro League,Standard,0.50,Grejohn Kyei,ST (C),,31,"6'2""",Fairly Strong,Very Strong,6.89,1,1435,7,205,0.4,6.6,6.6,0.4,0.4,12%,0.1137931034,3.6,1.9,1.1,52%,2,3,100,1,0.1,0.92,0.1,87%,27.1,0.1,1.3,1.1,0.5,0.2,37,0.5,0.2,38,0.5,30,8,19.8,2.1,0.1,0.8,1.3,50,2,0,0.1,0.1,0,10,1,0,10.1,7.9,No recurring injuries,Above Average,7.4,35,0.1,0,0,0,0,0,0,0,0,0,0,1.1,0.9
Sky Bet Championship,Watford,0.43,Luca Kjerrumgaard,ST (C),,23,"6'3""",Very Strong,Strong,6.87,1,1460,7,208.5714286,0.4,5.83,5.83,1.17,0.4,15%,0.1267391304,2.8,1,1,35%,0,0,0,1,0.1,1.23,0.1,92%,25.6,0.2,0.8,0.6,0.6,0.2,33,0.6,0.2,33,0.2,10,7,22,1.2,0.3,0.6,1.8,71,7,1,0.2,0.2,0,8,0,0,10.4,5.7,No recurring injuries,Average,7.3,38,0.1,0,0,0,0,0,0,0,0,0,0,1.3,1.5
Ligue 1 McDonald's,OL,0.56,Sebastiano Esposito,ST (C),AM (C),24,"6'0""",Reasonable,Very Strong,7.06,0,1065,7,152.1428571,0.6,6.12,6.12,0.88,0.5,16%,0.1390909091,3.7,1.9,1.3,52%,0,0,0,3,0.3,1.83,0.2,92%,29.1,0.5,1.4,1.1,0.3,0.1,25,0.3,0.1,33,0.5,19,6,18,2.2,0.2,0.7,1.2,100,2,0,0.1,0.1,0,10,0,0,10.2,5.3,No recurring injuries,Above Average,5.1,17,0,0,0,0,0,0,0,0,0,0,0,1.3,1
Ligue 2 BKT,USL Dunkerque,0.50,Thomas Robinet,ST (C),,30,"5'11""",Weak,Very Strong,7.03,1,1240,7,177.1428571,0.5,5.01,5.01,1.99,0.4,14%,0.102244898,3.6,2,1.2,57%,0,0,0,2,0.1,2.1,0.2,88%,27.7,0.1,0.9,0.8,0.3,0,0,0.3,0,0,0.7,25,9,17.3,2.7,0.3,0.7,1.3,80,5,0,0.1,0.3,0,12,0,0,9.8,7.1,No recurring injuries,Below Average,7.9,22,0.1,0,0,0,0,0,0,0,0,0,0,1.2,0.7
Premier League,VTSC,0.46,Gustavo Silva,AM (R),ST (C),27,"5'11""",Very Weak,Very Weak,7.13,2,1118,7,159.7142857,0.6,5.44,4.63,1.56,0.4,24%,0.1875862069,2.3,1.3,0.6,55%,1,4,75,2,0.2,1.5,0.1,90%,41.9,0.3,1.9,3.5,2.9,0.5,16,2.9,0.5,17,3,14,4,23,5.6,1.5,1.6,9.7,86,22,0,0.4,0.9,0,13,0,0,11.5,16.4,No recurring injuries,Above Average,3.4,52,0,0,0,0,0,0,0,0,0,0,0,1.9,1
Bundesliga,FC Bayern München,0.5,Kai Havertz,ST (C),M (C),27,"6'3""",Very Strong,Reasonable,7.21,2,1040,7,148.5714286,0.6,8.1,8.1,-1.1,0.7,16%,0.188372093,3.7,1.6,1,44%,1,1,100,1,0.1,2.37,0.2,87%,35.2,0.2,2.1,1.4,0.7,0.3,37,0.7,0.3,38,1,20,13,12.1,2.9,0.5,1.1,3.3,86,7,0,0,0.1,0,14,0,0,10.9,6.8,No recurring injuries,Above Average,7.5,36,0.2,0,0,0,0,0,0,0,0,0,0,1.8,1
Second Division,Leganés,0.5,Diego García,ST (C),,26,"6'1""",Fairly Strong,Very Strong,7.01,1,1361,7,194.4285714,0.5,3.79,3.79,3.21,0.3,22%,0.1184375,2.1,1.4,0.9,66%,0,3,100,1,0.1,1.76,0.1,90%,30.8,0.2,0.8,0.4,0.5,0.2,37,0.5,0.2,38,0.3,36,15,18.3,1.5,0.3,0.7,1.3,100,4,0,0,0.4,0,14,0,0,10.1,7.8,No recurring injuries,Average,8,35,0.3,0,0,0,0,0,0,0,0,0,0,1,0.9
Premier League,Chelsea,0.56,Alejandro Garnacho,AM (L),AM (RC),22,"5'11""",Strong,Very Strong,7.07,2,1271,7,181.5714286,0.5,4.8,4.8,2.2,0.3,16%,0.1090909091,3.1,1.3,1.3,43%,2,0,0,4,0.3,2.95,0.2,89%,68.2,0.5,2.4,7.5,3.3,1,29,3.3,1,30,2.1,14,10,12.2,5.6,1.6,1.7,13.1,68,34,0,0.4,0.4,0.1,18,0,0,13.1,19.5,No recurring injuries,Low,2.8,36,0,0,0,0,0,0,0,0,0,0,0,2.1,0.8
Eredivisie,Ajax,0.60,Maher Carrizo,AM (R),,20,"5'11""",Very Strong,Weak,7.09,0,1038,7,148.2857143,0.6,4.41,4.41,2.59,0.4,21%,0.1336363636,2.9,1.5,1,52%,0,1,100,1,0.1,1.62,0.1,88%,30.3,0.2,1.9,1.6,2,0.3,17,1.5,0.3,18,1.9,16,9,17.9,2.9,0.9,1.3,4.2,71,14,0,0.1,0.2,0,8,0,0,10.4,7.6,No recurring injuries,Below Average,5.9,22,0.2,0,0,0,0,0,0,0,0,0,0,1.9,0.9
Second Division,Mallorca,0.57,Vedat Muriqi,ST (C),,32,"6'4""",Very Strong,Reasonable,7.22,1,1150,7,164.2857143,0.5,4.13,4.13,2.87,0.3,18%,0.10325,3.1,1.6,1.1,53%,0,0,0,2,0.2,1.27,0.1,87%,29.7,0.2,1.6,1.6,0.3,0,0,0.3,0,0,0.3,24,8,14.7,3,0.4,0.6,1.4,71,7,0,0.1,0.2,0,7,1,0,10.9,7.6,No recurring injuries,Above Average,7.4,45,0.2,0,0,0,0,0,0,0,0,0,0,1.5,0.9
Premier League,Man Utd,0.51,Morgan Rogers,AM (L),"M (C), AM (R), ST (C)",24,"6'2""",Fairly Strong,Very Strong,7.31,3,1208,7,172.5714286,0.5,4.09,4.09,2.91,0.3,19%,0.1105405405,2.8,1.3,1.1,49%,2,0,0,4,0.3,4.67,0.3,86%,43.5,1,3.3,5.6,2.4,1.1,46,2.4,1.1,47,3.9,22,3,12.3,4.5,1.6,1.5,7.1,100,21,3,0.4,0.4,0.2,5,0,0,13.2,16.9,No recurring injuries,Low,4.5,18,0.1,0,0,0,0,0,0,0,0,0,0,2.7,2.2
Eredivisie,Feyenoord,0.65,Ayase Ueda,ST (C),,28,"6'0""",Reasonable,Very Strong,6.81,0,1291,7,184.4285714,0.5,5.85,5.85,1.15,0.4,19%,0.1625,2.5,1.6,0.7,64%,0,0,0,0,0,2.14,0.1,91%,28.6,0.3,0.8,0.8,0.3,0.1,40,0.3,0.1,40,0.6,17,9,10.9,2.6,0.3,1,3.1,38,13,0,0,0.1,0,13,1,0,11.3,8.3,No recurring injuries,Average,5.9,27,0.1,0,0,0,0,0,0,0,0,0,0,1.5,1
Sky Bet Championship,Sunderland,0.53,Brian Brobbey,ST (C),,24,"5'11""",Fairly Strong,Very Strong,6.76,0,1398,7,199.7142857,0.5,5.42,5.42,1.58,0.3,15%,0.1153191489,3,1.7,1.4,55%,1,0,0,2,0.1,4.54,0.3,91%,28.8,0.1,0.8,0.6,0.3,0.1,25,0.3,0.1,25,0.7,30,11,23,1.6,0.1,0.6,1.3,67,3,0,0.1,0.1,0,17,0,0,10.9,7.5,No recurring injuries,Above Average,5.1,30,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6
Serie BKT,Salernitana,0.5,Boulaye Dia,AM (C),,30,"5'11""",Reasonable,Very Strong,7.66,0,1260,7,180,0.5,6.06,5.26,0.94,0.4,14%,0.1188235294,3.6,2.1,0,59%,0,1,100,4,0.3,1.85,0.1,61%,20,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.1,0,0,60,25,0,0,0,0,18,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky Bet Championship,Southampton,0.53,Tom Fellows,AM (R),,23,"5'11""",Very Strong,Strong,6.99,1,1225,7,175,0.5,3.11,3.11,3.89,0.2,25%,0.1110714286,2.1,1.2,0.5,57%,0,0,0,0,0,1.69,0.1,89%,45.8,0.1,1.6,4.3,3.7,0.7,19,3.7,0.7,20,5.3,11,13,17.2,4.9,1.8,1.8,10.1,89,28,0,0.5,0.1,0.3,21,1,0,12,16.4,No recurring injuries,Average,3.7,30,0,0,0,0,0,0,0,0,0,0,0,1.6,1.2
Sky Bet Championship,Cardiff,0.49,Cian Ashford,AM (R),AM (LC),22,"5'11""",Weak,Very Strong,6.93,1,1346,7,192.2857143,0.5,2.95,2.95,4.05,0.2,32%,0.1340909091,1.5,0.9,0.3,59%,1,0,0,0,0,2.07,0.1,83%,41.4,0.1,1.6,3.1,3.9,1,25,3.9,1,26,4.6,21,8,16.8,5,1.7,1.8,9.1,90,29,0,0.2,0.3,0,14,0,0,11.1,14.2,No recurring injuries,Above Average,4.4,27,0.1,0,0,0,0,0,0,0,0,0,0,1.5,1.5
Eredivisie,FC Groningen,0.56,Thom van Bergen,ST (C),,22,"5'11""",Reasonable,Very Strong,7.15,1,1145,7,163.5714286,0.6,3.33,3.33,3.67,0.3,24%,0.1148275862,2.3,0.8,0.6,34%,0,0,0,2,0.2,3.94,0.3,88%,44.7,0.8,1.7,3.5,3.4,0.9,27,3.4,0.9,28,3.5,11,2,15.6,6.5,1.4,1.7,10.1,82,22,0,0.4,0.4,0,13,1,1,12.3,17.4,No recurring injuries,Low,3.8,27,0.1,0,0,0,0,0,0,0,0,0,0,1.3,0.9
Sky Bet Championship,Stoke,0.44,Róbert Boženík,ST (C),,27,"6'2""",Fairly Strong,Very Strong,6.8,2,1283,7,183.2857143,0.5,5.42,5.42,1.58,0.4,19%,0.1464864865,2.6,1.3,0.4,51%,1,0,0,1,0.1,0.89,0.1,91%,26,0.2,1.3,1.3,0.9,0.4,46,0.9,0.4,46,0.3,29,7,20.8,2,0.5,0.3,1.8,100,7,0,0.1,0.1,0,12,2,0,10.3,5.5,No recurring injuries,Below Average,8,30,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1.8
First Division,R. Madrid,0.59,Rodrygo,AM (R),ST (C),25,"5'9""",Reasonable,Very Strong,7.29,2,1021,7,145.8571429,0.6,4.95,4.95,2.05,0.4,18%,0.12375,3.5,1.8,1.1,50%,1,0,0,2,0.2,3.5,0.3,90%,53.2,0.6,2.5,5,3.4,0.9,25,3.4,0.9,26,3.4,19,6,14.6,4.8,1.9,2.4,10.9,91,23,1,0.4,0.7,0,13,2,0,12.4,18.6,No recurring injuries,Average,2.9,30,0,0,0,0,0,0,0,0,0,0,0,2.8,0.8
First Division,Vallecano,0.53,Alemão,ST (C),,28,"6'0""",Reasonable,Very Strong,6.99,0,1012,7,144.5714286,0.6,3.86,3.86,3.14,0.3,21%,0.116969697,2.9,1.6,0.7,55%,1,1,100,1,0.1,1.1,0.1,96%,31.8,0.3,1.1,1,0.4,0,0,0.4,0,0,0.4,17,6,20.4,2.3,0.4,0.6,2,80,5,0,0.1,0.2,0,7,0,0,10.9,6.4,No recurring injuries,Above Average,5.6,44,0,0,0,0,0,0,0,0,0,0,0,1.3,1.1
Sky Bet Championship,West Brom,0.56,Aune Heggebø,ST (C),,25,"6'1""",Very Strong,Weak,6.95,0,1665,7,237.8571429,0.4,7.26,7.26,-0.26,0.4,10%,0.1022535211,3.8,1.9,1.4,49%,3,2,100,0,0,0.83,0,88%,31.9,0.2,1.1,0.8,0.4,0.1,25,0.4,0.1,25,0.3,29,12,16.8,2.6,0.1,0.8,2.1,40,5,0,0,0.3,0,17,0,0,10.5,8.1,No recurring injuries,Below Average,8.3,55,0.1,0,0,0,0,0,0,0,0,0,0,1.4,0.9
Second Division,Córdoba,0.5,Adrián Fuentes,ST (C),AM (L),30,"6'1""",Very Strong,Reasonable,6.95,1,1355,7,193.5714286,0.5,6.62,6.62,0.38,0.4,10%,0.09594202899,4.6,1.9,1.9,41%,3,0,0,2,0.1,1.25,0.1,88%,26.4,0.1,1.1,1,0.7,0,0,0.7,0,0,0.6,26,12,18.9,1.7,0.4,0.7,1.5,60,10,1,0,0.1,0,14,1,0,10.7,5.1,No recurring injuries,Below Average,8.2,38,0,0,0,0,0,0,0,0,0,0,0,1.3,1.1
Serie BKT,Padova,0.5,Kevin Lasagna,ST (C),AM (RC),34,"6'1""",Very Strong,Reasonable,6.99,1,1260,7,180,0.5,7.98,7.98,-0.98,0.6,12%,0.14,4.1,2.4,0,60%,0,0,0,3,0.2,1.15,0.1,59%,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1.1,0,0,65,23,0,0,0,0,16,0,1,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
